Date,Adj Close,Close,High,Low,Open,Volume,Daily_Return,Log_Return
2015-01-30,8808.900390625,8808.900390625,8996.599609375,8775.099609375,8996.599609375,267300,-1.602363904552817,-0.016153405638702815
2015-02-02,8797.400390625,8797.400390625,8840.7998046875,8751.099609375,8802.5,210100,-0.13054977908750764,-0.0013063506955069547
2015-02-03,8756.5498046875,8756.5498046875,8837.2998046875,8726.650390625,8823.150390625,208700,-0.4643483770618517,-0.004654298232220474
2015-02-04,8723.7001953125,8723.7001953125,8792.849609375,8704.400390625,8789.150390625,195300,-0.3751432939651078,-0.0037584872121479928
2015-02-05,8711.7001953125,8711.7001953125,8838.4501953125,8683.650390625,8733.099609375,173600,-0.13755630903555804,-0.0013765100457609084
2015-02-06,8661.0498046875,8661.0498046875,8726.2001953125,8645.5498046875,8696.849609375,171300,-0.5814064934449137,-0.005831032408607971
2015-02-09,8526.349609375,8526.349609375,8605.5498046875,8516.349609375,8584.400390625,146800,-1.555240973670402,-0.015674617197285398
2015-02-10,8565.5498046875,8565.5498046875,8646.25,8470.5,8478.099609375,196200,0.45975355349490155,0.004586999150377187
2015-02-11,8627.400390625,8627.400390625,8651.9501953125,8593.650390625,8603.2998046875,161600,0.7220854159723844,0.007194908616778425
2015-02-12,8711.5498046875,8711.5498046875,8732.5498046875,8599.25,8676.9501953125,158800,0.9753739278629103,0.009706478627223793
2015-02-13,8805.5,8805.5,8822.099609375,8729.650390625,8741.5,221900,1.07845558389561,0.010726817268910518
2015-02-16,8809.349609375,8809.349609375,8870.099609375,8793.400390625,8831.400390625,136400,0.04371823718130052,0.0004370868354434235
2015-02-18,8869.099609375,8869.099609375,8894.2998046875,8808.900390625,8811.5498046875,147600,0.6782566551384539,0.006759668427262326
2015-02-19,8895.2998046875,8895.2998046875,8913.4501953125,8794.4501953125,8883.0498046875,213300,0.2954098664627258,0.0029497438893496893
2015-02-20,8833.599609375,8833.599609375,8899.9501953125,8816.2998046875,8895.5,197600,-0.6936269340802492,-0.006960437077779418
2015-02-23,8754.9501953125,8754.9501953125,8869.0,8736.099609375,8856.849609375,139600,-0.8903438863023694,-0.008943311319236858
2015-02-24,8762.099609375,8762.099609375,8800.5,8726.75,8772.900390625,149800,0.08166139044774035,0.0008162806567537197
2015-02-25,8767.25,8767.25,8840.650390625,8751.400390625,8801.900390625,135200,0.05878032497472763,0.0005876305610850604
